Currency,Current_Price,Old_Price,% inc or dec.
Stakenet,$0.659592,$0.486049,35.7048363436608
President Trump,$0.008475,$0.006251,35.5783074708047
Iconic,$0.046352,$0.034389,34.7872866323534
XinFin Network,$0.004735,$0.003518,34.5935190449119
APX,$6.43,$4.78,34.5188284518828
Cannation,$0.008841,$0.006590,34.1578148710167
Bitcoin Green,$4.94,$3.70,33.5135135135135
StarCash Network,$0.276031,$0.206843,33.4495245185962
Biotron,$0.049728,$0.037264,33.4478316874195
Soma,$0.147843,$0.110810,33.420268928797
Steem Dollars,$1.39,$1.05,32.3809523809524
Ambrosus,$0.303405,$0.230291,31.7485268638375
BlitzPredict,$0.005117,$0.003887,31.643941342938
Bytecent,$0.595514,$0.452949,31.4748459539595
ClearPoll,$0.592103,$0.454542,30.26365000374
EncrypGen,$0.082905,$0.064006,29.5269193513108
Pirl,$0.284186,$0.220568,28.842805846723
LockTrip,$0.875764,$0.682245,28.3650301577879
LatiumX,$0.056074,$0.043728,28.2336260519576
Propy,$0.812166,$0.633798,28.1427205513429
Cappasity,$0.024727,$0.019342,27.8409678420019
Lykke,$0.059922,$0.046895,27.7790809254718
Breakout Stake,$0.564083,$0.442939,27.3500414278264
eosDAC,$0.117785,$0.092730,27.0193033538229
TokenCard,$1.20,$0.946298,26.8099478177065
BLOCKv,$0.023536,$0.018644,26.2390045054709
Hubii Network,$0.274896,$0.219314,25.3435713178365
TokenPay,$2.73,$2.18,25.2293577981651
Granite,$0.004207,$0.003372,24.7627520759193
Daneel,$0.042525,$0.034272,24.0808823529412
Publica,$0.168698,$0.137106,23.042025877788
GINcoin,$9.60,$7.90,21.5189873417721
Namecoin,$1.43,$1.18,21.1864406779661
BitCoal,$0.011914,$0.009930,19.9798590130916
Acoin,$0.069287,$0.057926,19.6129544591375
Level Up Coin,$0.011888,$0.010002,18.8562287542492
Credo,$0.037266,$0.031589,17.9714457564342
Havven,$0.439648,$0.375219,17.1710387800191
Sovereign Hero,$183.97,$157.21,17.021817950512
Storj,$0.587608,$0.502945,16.8334509737645
Unify,$0.036438,$0.031201,16.7847184385116
Nework,$0.072900,$0.062530,16.5840396609627
bitGold,$1427.82,$1233.34,15.7685634131707
bitSilver,$19.83,$17.14,15.6942823803967
Digitalcoin,$0.033912,$0.029396,15.3626343720234
Spectiv,$0.018311,$0.015921,15.0116198731236
Po.et,$0.018730,$0.016333,14.6758097104023
Boolberry,$0.874701,$0.764339,14.4388811770693
Rawcoin,$0.010124,$0.008862,14.2405777476867
Sugar Exchange,$0.098357,$0.086529,13.6694056327936
Orbitcoin,$0.276754,$0.244068,13.3921693954144
Achain,$0.137369,$0.121597,12.9707147380281
APR Coin,$2.57,$2.28,12.719298245614
Fusion,$4.49,$3.99,12.531328320802
Utrum,$0.101685,$0.090389,12.4970958855613
MediShares,$0.051503,$0.046130,11.6475178842402
KekCoin,$0.093216,$0.083498,11.6386021222065
bitEUR,$1.32,$1.19,10.9243697478992
PonziCoin,$0.034459,$0.031096,10.8148958065346
Blocktix,$0.269261,$0.243186,10.7222455240022
True Chain,$1.49,$1.35,10.3703703703704
Civic,$0.206215,$0.186979,10.287786328946
EagleCoin,$0.063789,$0.058170,9.65961835997937
bitUSD,$1.09,$0.996020,9.43555350294173
Stipend,$0.923543,$0.844116,9.4094887432533
FunFair,$0.025224,$0.023266,8.41571391730423
Friendz,$0.016107,$0.014926,7.91236768055742
Miners' Rewar...,$0.106435,$0.099495,6.97522488567265
QuarkChain,$0.156326,$0.146204,6.923203195535
LALA World,$0.048483,$0.045539,6.46478842310987
DeviantCoin,$2.24,$2.11,6.16113744075831
HireMatch,$0.032013,$0.030172,6.10168368023334
Cryptojacks,$0.000419,$0.000395,6.0759493670886
Onix,$0.007034,$0.006653,5.72673981662407
AdShares,$0.238232,$0.225833,5.49034020714423
Virtacoin,$0.000020,$0.000019,5.26315789473685
QubitCoin,$0.001643,$0.001561,5.25304292120436
CHIPS,$0.232210,$0.221148,5.00208005498581
APIS,$0.007823,$0.007452,4.97852925389158
Eryllium,$0.007403,$0.007064,4.79898074745187
bitCNY,$0.170806,$0.163318,4.58492021699996
Rupaya,$0.077861,$0.074687,4.24973556308326
Primas,$0.374107,$0.359689,4.00846286653192
PureVidz,$0.001627,$0.001576,3.23604060913706
Nectar,$0.428080,$0.415481,3.03238896604176
CyberVein,$0.053032,$0.051547,2.88086600578113
NaPoleonX,$0.269939,$0.262486,2.83938952934632
TomoChain,$0.583040,$0.567153,2.80118416018252
Dinastycoin,$0.000329,$0.000321,2.49221183800622
Viuly,$0.003836,$0.003755,2.15712383488683
Aditus,$0.015673,$0.015419,1.64731824372528
Dai,$0.990695,$0.975012,1.60849302367561
Zephyr,$0.013306,$0.013142,1.24790747222646
Cryptaur,$0.004181,$0.004166,0.360057609217481
Legolas Exchange,$0.224859,$0.224080,0.347643698679044
IntenseCoin,$0.002568,$0.002562,0.234192037470723
Hurify,$0.071641,$0.071474,0.233651397711056
TrueUSD,$1.00,$0.998002,0.200199999599205
Golos Gold,$0.039932,$0.039887,0.112818712863831
IHT Real Esta...,$0.108560,$0.108465,0.087585857188953
Tether,$1.00,$1.00,0
PACcoin,$0.005182,$1.1e-08,0
Dimecoin,$0.000031,$9.4e-07,0
StrongHands,$5.4e-07,$0.000445,0
Sprouts,$6e-07,$0.000153,0
Espers,$0.000266,$4.7e-07,0
GCN Coin,$0.000010,$4.3e-08,0
BunnyCoin,$0.000012,$7.5e-08,0
The Cypherfunks,$0.000024,$2.4e-07,0
Dashcoin,$0.019826,$5.9e-07,0
Infinitecoin,$0.000042,$3.7e-07,0
EmberCoin,$7.4e-07,$0.000083,0
RabbitCoin,$0.000015,$2.1e-07,0
Vcash,?,$0.016484,0
Aston,?,$0.248870,0
Bancor,$3.30,$3.31,-0.302114803625385
Theta Token,$0.173037,$0.173811,-0.445311286397292
Zilbercoin,$0.121354,$0.122062,-0.580033097933837
Ormeus Coin,$0.671908,$0.677729,-0.8588978780604
Waves Communi...,$0.521738,$0.527099,-1.01707648847751
Basic Attenti...,$0.201741,$0.203860,-1.03943883056999
Fantomcoin,$0.105180,$0.106390,-1.13732493655419
BitRent,$0.032567,$0.032956,-1.18036169438039
EDUCare,$0.121770,$0.123345,-1.27690623859906
Protean,$0.000039,$0.000040,-2.49999999999999
Vice Industry...,$0.019064,$0.019614,-2.80411950647498
Digix Gold Token,$42.53,$43.90,-3.12072892938496
Bodhi,$0.482831,$0.499626,-3.36151441278076
CyberMiles,$0.220500,$0.228648,-3.56355620867009
XYO Network,$0.004025,$0.004196,-4.07530981887512
Starta,$0.588408,$0.613427,-4.07856191527272
CK USD,$0.941160,$0.990532,-4.9843922255919
Comet,$0.057862,$0.060983,-5.1178197202499
Storm,$0.022483,$0.023788,-5.48595930721372
WCOIN,$0.083923,$0.089035,-5.74156230695793
PRIZM,$1.01,$1.08,-6.48148148148149
Republic Prot...,$0.080592,$0.086707,-7.05248711176721
Aces,$0.000131,$0.000141,-7.09219858156028
Nebulas,$5.39,$5.83,-7.54716981132076
Sumokoin,$0.441924,$0.479415,-7.82015581489941
Useless Ether...,$0.013425,$0.014607,-8.09201067981105
BnrtxCoin,$0.001315,$0.001435,-8.36236933797909
Birds,$0.000197,$0.000215,-8.37209302325582
Artex Coin,$0.000665,$0.000726,-8.40220385674931
Cobinhood,$0.042730,$0.046767,-8.63215515213719
Bankera,$0.006421,$0.007094,-9.48689032985622
Coin2.1,$0.001578,$0.001746,-9.62199312714776
Counterparty,$12.13,$13.43,-9.67982129560684
Dragonchain,$0.367119,$0.407793,-9.97417807564132
FlypMe,$0.118327,$0.131550,-10.0516913721019
LoyalCoin,$0.004997,$0.005578,-10.4159196844747
Seele,$0.241497,$0.269741,-10.4707849381444
OAX,$0.388312,$0.434043,-10.5360528795534
Internet of T...,$196.85,$220.44,-10.7013246234803
PROUD Money,$0.017575,$0.019692,-10.7505586024782
Ripio Credit ...,$0.057566,$0.064666,-10.9794946339653
Particl,$5.28,$5.96,-11.4093959731544
Colu Local Ne...,$0.045689,$0.051602,-11.4588581837913
Autonio,$0.038190,$0.043338,-11.8787207531496
Tokenomy,$0.358556,$0.407821,-12.0800547298938
FuturoCoin,$13.52,$15.38,-12.0936280884265
AsiaCoin,$0.002761,$0.003148,-12.2935196950445
HeroNode,$0.020879,$0.023932,-12.7569781046298
LinkedCoin,$0.000135,$0.000155,-12.9032258064516
Zilliqa,$0.088233,$0.102420,-13.8517867603984
DecentBet,$0.156222,$0.182590,-14.4410975409387
I0Coin,$0.036321,$0.042761,-15.0604522812844
Flixxo,$0.084696,$0.100887,-16.0486484879122
Crave,$0.152735,$0.182425,-16.2751815814718
Tripio,$0.014018,$0.016789,-16.504854368932
The Abyss,$0.051464,$0.061807,-16.7343504781012
Time New Bank,$0.027141,$0.032701,-17.0025381486805
Ravencoin,$0.023225,$0.028037,-17.1630345614723
Sharpe Platfo...,$0.171972,$0.208154,-17.3823227033831
Scry.info,$0.347897,$0.421175,-17.3984685700718
CryptCoin,$0.061869,$0.075116,-17.6353905958784
MyWish,$0.121640,$0.147795,-17.6968097702899
Etheriya,$0.453719,$0.553273,-17.9936487050697
Quantum Resis...,$0.525059,$0.643929,-18.4601097325948
Presearch,$0.148641,$0.182448,-18.5296632465141
HyperStake,$0.002451,$0.003015,-18.7064676616915
U Network,$0.002664,$0.003295,-19.1502276176024
Sentinel,$0.008470,$0.010490,-19.256434699714
Blackmoon,$0.591454,$0.732903,-19.2998254885026
DigiPulse,$1.08,$1.34,-19.4029850746269
Lendroid Supp...,$0.007542,$0.009375,-19.552
Halcyon,$0.061136,$0.076085,-19.6477623710324
Metal,$1.92,$2.40,-20
Streamr DATAcoin,$0.070952,$0.088923,-20.2096195584944
Bitcoin Red,$0.012137,$0.015217,-20.2405204705264
SongCoin,$0.001512,$0.001898,-20.3371970495258
Ether Zero,$0.313238,$0.394202,-20.5387085808799
Advanced Inte...,$0.002038,$0.002568,-20.6386292834891
Network Token,$0.005660,$0.007133,-20.6504976868078
DCORP Utility,$0.125976,$0.159435,-20.9859817480478
BipCoin,$0.029648,$0.037682,-21.3205243883021
BitQuark,$0.006245,$0.007947,-21.4168868755505
KEY,$0.007280,$0.009296,-21.6867469879518
Faceter,$0.013735,$0.017568,-21.8180783242259
MEDX,$0.008485,$0.010865,-21.9052001840773
Sentinel Chain,$0.048076,$0.061591,-21.9431410433342
Gold Pressed ...,$0.190901,$0.244953,-22.0662739382657
Astro,$1.16,$1.49,-22.1476510067114
Sakura Bloom,$0.004536,$0.005864,-22.6466575716235
Swisscoin,$0.000657,$0.000850,-22.7058823529412
Dropil,$0.005841,$0.007574,-22.880908370742
Engine,$0.002869,$0.003726,-23.0005367686527
imbrex,$0.180136,$0.234856,-23.2993834519876
Content Neutr...,$0.001323,$0.001725,-23.304347826087
HTMLCOIN,$0.000395,$0.000516,-23.4496124031008
Cazcoin,$0.039715,$0.052038,-23.6807717437257
Ethereum Movi...,$0.121836,$0.159922,-23.8153599879941
Dovu,$0.057624,$0.075739,-23.9176646113627
Red Pulse,$0.040783,$0.053715,-24.075211765801
Graft,$0.026555,$0.035097,-24.3382625295609
Blue Protocol,$0.131911,$0.174618,-24.457386981869
REPO,$0.102897,$0.136373,-24.5473810798325
TraDove B2BCoin,$0.034938,$0.046413,-24.7236765561373
Qvolta,$0.117512,$0.156140,-24.739336492891
CryptoWorldX ...,$0.000394,$0.000524,-24.8091603053435
Ethereum Cash,$0.032146,$0.042827,-24.9398743783127
Hyper,$0.013213,$0.017637,-25.0836310030051
PCHAIN,$0.111252,$0.149294,-25.4812651546613
InvestFeed,$0.035997,$0.048307,-25.4828492765024
BetterBetting,$0.068155,$0.091466,-25.4859729298319
Bigbom,$0.011286,$0.015183,-25.6668642560759
TRAXIA,$0.036565,$0.049229,-25.7246744804891
IP Exchange,$0.005033,$0.006781,-25.7779088629996
BitTokens,$0.583542,$0.790333,-26.1650468853002
Slevin,$0.000394,$0.000534,-26.2172284644195
Monero Original,$4.28,$5.83,-26.5866209262436
AirSwap,$0.177345,$0.243464,-27.1576085170703
Goodomy,$0.004465,$0.006139,-27.2682847369278
Monster Byte,$0.046613,$0.064230,-27.4279931496186
Shivom,$0.024365,$0.033652,-27.5971710448116
Sphre AIR ,$0.078496,$0.108507,-27.6581234390408
LATOKEN,$0.131106,$0.181674,-27.8344727368803
Freyrchain,$0.013554,$0.018795,-27.8850758180367
Myriad,$0.004865,$0.006776,-28.202479338843
Ivy,$0.119988,$0.167169,-28.2235342677171
WeTrust,$0.049876,$0.069554,-28.2916870345343
CryptoPing,$0.230050,$0.321390,-28.4202993248079
Digital Money...,$0.003747,$0.005237,-28.4514034752721
TokenClub,$0.052638,$0.073574,-28.455704460815
IPChain,$0.503711,$0.704968,-28.5483880119381
Paymon,$0.003001,$0.004210,-28.7173396674584
IoT Chain,$0.629677,$0.885081,-28.8565679299409
Fargocoin,$4.21,$5.93,-29.0050590219224
ExchangeN,$0.013147,$0.018585,-29.2601560398171
Wanchain,$2.96,$4.20,-29.5238095238095
Novacoin,$2.95,$4.21,-29.9287410926366
Libra Credit,$0.160475,$0.229205,-29.9862568443097
Kolion,$1.07,$1.54,-30.5194805194805
BERNcash,$0.002116,$0.003050,-30.6229508196721
IOST,$0.026617,$0.038403,-30.6903106528136
Helbiz,$0.010098,$0.014624,-30.949124726477
WavesGo,$0.028321,$0.041025,-30.9664838513102
BlazerCoin,$0.002301,$0.003344,-31.1901913875598
Soarcoin,$0.018209,$0.026501,-31.2893853062149
YOYOW,$0.075201,$0.109680,-31.4359956236324
Genaro Network,$0.209841,$0.306237,-31.4775810891564
Blockpool,$0.114551,$0.167543,-31.6288952686773
ARbit,$0.002958,$0.004331,-31.7016855229739
DeepBrain Chain,$0.060179,$0.088285,-31.8355326499405
Morpheus Network,$0.430402,$0.634073,-32.1210649247011
SmartMesh,$0.034188,$0.050381,-32.141084932812
Local World F...,$0.052853,$0.077983,-32.2249721093059
Qwark,$0.056630,$0.083606,-32.265626868885
Penta,$0.017327,$0.025653,-32.4562429345496
Change,$0.137431,$0.203661,-32.5197264080997
Adzcoin,$0.018371,$0.027252,-32.5884338764127
Creativecoin,$0.092188,$0.136952,-32.6859045504994
MACRON,$0.000197,$0.000293,-32.7645051194539
Cortex,$0.856745,$1.28,-33.066796875
BitcoinZ,$0.001744,$0.002613,-33.2567929582855
Etheroll,$1.18,$1.77,-33.3333333333333
Melon,$34.06,$51.29,-33.5932930395789
Ergo,$3.87,$5.83,-33.6192109777015
Phantomx,$0.010597,$0.016006,-33.7935774084718
Energo,$0.021024,$0.031756,-33.7951883108704
Curecoin,$0.198483,$0.301337,-34.1325492720774
All Sports,$0.126282,$0.192273,-34.3215116006928
Oxycoin,$0.086759,$0.132758,-34.6487593967972
PolicyPal Net...,$0.024450,$0.037418,-34.6571168956117
Shopin,$0.017545,$0.026881,-34.7308507868011
CGC Token,$0.115992,$0.178048,-34.8535226455787
Blocklancer,$0.006452,$0.009908,-34.8809043197416
BlockMesh,$0.014396,$0.022116,-34.9068547657804
aelf,$0.676078,$1.04,-34.9925
Super Game Chain,$0.002098,$0.003240,-35.2469135802469
Neumark,$0.323379,$0.500322,-35.3658244090805
BitTube,$0.119950,$0.186414,-35.6539744868948
DATx,$0.016692,$0.025992,-35.7802400738689
Nimiq Exchang...,$0.552876,$0.862866,-35.9256246045156
Elcoin,$0.052860,$0.082811,-36.1679003997054
Stealth,$0.197760,$0.310197,-36.2469656379656
Flash,$0.008929,$0.014054,-36.4664864095631
PHI Token,$0.288379,$0.455289,-36.6602311938132
Datarius Credit,$0.007401,$0.011712,-36.8084016393443
Cybereits,$0.017421,$0.027635,-36.9603763343586
NobleCoin,$0.000592,$0.000941,-37.0882040382572
FundYourselfNow,$0.774485,$1.24,-37.5415322580645
TE-FOOD,$0.017014,$0.027252,-37.567884925877
VoteCoin,$0.009010,$0.014448,-37.6384274640089
Molecular Future,$0.271794,$0.436537,-37.7386109310322
Quantum,$0.150558,$0.242989,-38.0391704974299
Gifto,$0.156018,$0.252751,-38.2720543143252
Stellite,$0.000592,$0.000960,-38.3333333333333
Advanced Tech...,$0.027986,$0.045424,-38.3893976752378
Open Platform,$0.148652,$0.241695,-38.4960383954985
Eximchain,$0.545357,$0.891088,-38.7987493939992
Primulon,$0.000263,$0.000430,-38.8372093023256
AC3,$0.224776,$0.369092,-39.1002785213443
ICO OpenLedger,$0.619754,$1.02,-39.2398039215686
Guaranteed Et...,$0.024453,$0.040264,-39.2683290284125
InsurChain,$0.001256,$0.002069,-39.2943450942484
Loki,$0.439826,$0.725063,-39.3396160057816
0xBitcoin,$1.49,$2.47,-39.6761133603239
AirToken,$0.006552,$0.010871,-39.7295556986478
AMLT,$0.032221,$0.053483,-39.7546884056616
Ethereum Gold,$0.015419,$0.025761,-40.1459570668841
Eternity,$0.024043,$0.040262,-40.2836421439571
OctoCoin,$0.002328,$0.003910,-40.460358056266
Quantstamp,$0.101207,$0.170454,-40.625036666784
REAL,$0.309082,$0.521565,-40.7395051431749
GXChain,$3.57,$6.04,-40.8940397350993
ProChain,$0.281963,$0.477658,-40.9696896105582
Rock,$0.101398,$0.172414,-41.1892305729233
EquiTrader,$0.063699,$0.109125,-41.6274914089347
LBRY Credits,$0.117281,$0.201223,-41.715907227305
Russian Miner...,$5258.98,$9038.27,-41.8143073840458
Raiden Networ...,$0.828655,$1.43,-42.0520979020979
Elysium,$0.005193,$0.008965,-42.0747350808701
Indicoin,$0.019064,$0.032944,-42.1321029626032
Mineum,$0.017486,$0.030271,-42.2351425456708
ContractNet,$0.510145,$0.897919,-43.1858552942972
Phoenixcoin,$0.006114,$0.010791,-43.341673616903
Monero Classic,$4.32,$7.64,-43.455497382199
Electrify.Asia,$0.045713,$0.081215,-43.7135997044881
Jiyo,$0.042317,$0.075389,-43.8684688747695
Everex,$0.802317,$1.43,-43.8939160839161
Uquid Coin,$1.02,$1.82,-43.956043956044
MIRQ,$0.377858,$0.675058,-44.02584666799
Viberate,$0.095273,$0.170344,-44.0702343493167
Signals Network,$0.014130,$0.025336,-44.229554783707
Opus,$0.026295,$0.047187,-44.2749062241719
Concoin,$0.007100,$0.012743,-44.2831358392843
Datawallet,$0.060020,$0.107795,-44.3202374878241
Modum,$1.20,$2.16,-44.4444444444444
TrueFlip,$0.722159,$1.30,-44.4493076923077
Digital Rupees,$0.000131,$0.000236,-44.4915254237288
Polybius,$3.58,$6.45,-44.4961240310078
Open Trading ...,$1.34,$2.42,-44.6280991735537
Senderon,$0.005325,$0.009632,-44.7155315614618
ALIS,$0.128087,$0.231745,-44.7293361237567
Golos,$0.045056,$0.081563,-44.759265843581
Vipstar Coin,$0.000394,$0.000717,-45.0488145048815
QASH,$0.384644,$0.702618,-45.2556011943901
Tokia,$0.080930,$0.148128,-45.3648196154677
Pixie Coin,$0.002183,$0.004011,-45.5746696584393
SRCOIN,$0.001392,$0.002563,-45.6886461178307
Arcblock,$0.632989,$1.17,-45.8983760683761
Kyber Network,$0.993455,$1.84,-46.0078804347826
Fluz Fluz,$0.031677,$0.059108,-46.4082696081749
Ties.DB,$0.063922,$0.119578,-46.5436786030875
ICOBID,$0.000263,$0.000493,-46.6531440162272
Remme,$0.014276,$0.026808,-46.7472396299612
Ellaism,$0.113251,$0.213035,-46.8392517661417
Destiny,$0.011320,$0.021296,-46.8444778362134
ConnectJob,$0.046803,$0.088115,-46.8841854394825
eBitcoin,$0.063825,$0.120319,-46.9535152386572
FundRequest,$0.102838,$0.194166,-47.0360413254638
Patron,$0.035936,$0.067974,-47.1327272192309
Pareto Network,$0.030264,$0.057261,-47.1472730130455
Electronic PK...,$0.072520,$0.137274,-47.1713507291985
Ammo Reloaded,$0.002166,$0.004106,-47.2479298587433
Growers Inter...,$0.428804,$0.815419,-47.4130477705327
KickCoin,$0.048364,$0.092000,-47.4304347826087
DAEX,$0.100312,$0.191916,-47.7312991100273
MyToken,$0.016954,$0.032509,-47.8482881663539
Pascal Lite,$0.026032,$0.050338,-48.2855894155509
Marscoin,$0.007100,$0.013732,-48.29595106321
Bluzelle,$0.289001,$0.559343,-48.3320610072889
Rivetz,$0.278510,$0.540361,-48.4585305009059
Grimcoin,$0.000696,$0.001351,-48.4826054774241
NKN,$0.250136,$0.486383,-48.5722157230002
Naviaddress,$0.011596,$0.022552,-48.5810571124512
Aphelion,$0.209154,$0.407100,-48.623434045689
Phantasma,$0.250376,$0.488622,-48.7587542108215
Plancoin,$0.131841,$0.258673,-49.0317891701105
SophiaTX,$0.217905,$0.428788,-49.1811804434826
United Crypto...,$1.10,$2.17,-49.3087557603687
Datum,$0.018499,$0.036529,-49.358044293575
Elite,$0.000080,$0.000158,-49.3670886075949
Crowd Machine,$0.050825,$0.100429,-49.3921078572922
Hero,$0.163914,$0.324007,-49.4103522454762
EtherSportz,$0.212244,$0.420547,-49.5314435722999
Honey,$0.120371,$0.239017,-49.6391470062799
CommerceBlock,$0.031059,$0.061726,-49.682467679746
Sociall,$0.123014,$0.245394,-49.8708199874488
Rublix,$0.230493,$0.460331,-49.9288555409043
Travala,$0.154317,$0.309146,-50.0828087699663
Dero,$2.00,$4.01,-50.1246882793017
Aseancoin,$0.006705,$0.013448,-50.1412849494349
Argus,$0.010530,$0.021191,-50.3090934830824
SportyCo,$0.080337,$0.161755,-50.3341473215666
Ultimate Secu...,$0.019130,$0.038910,-50.8352608583912
Grid+,$0.341152,$0.699839,-51.2527881412725
FlutterCoin,$0.001315,$0.002698,-51.2601927353595
RED,$0.079226,$0.162649,-51.2902015997639
Bitsum,$0.000329,$0.000677,-51.4032496307238
Matrix AI Net...,$0.544031,$1.12,-51.4258035714286
Monkey Project,$2.75,$5.67,-51.4991181657848
POA Network,$0.227930,$0.469963,-51.5004372684658
Fidelium,$0.082172,$0.169728,-51.5860671191554
SPINDLE,$0.013610,$0.028120,-51.6002844950213
Leviar,$0.031817,$0.065775,-51.6275180539719
Elastos,$30.27,$62.61,-51.6530905606133
ToaCoin,$0.002339,$0.004840,-51.6735537190083
Nebula AI,$0.006925,$0.014386,-51.8629222855554
Bezant,$0.091585,$0.190405,-51.899897586723
Ink,$0.080559,$0.168212,-52.1086486100873
Dascoin,$0.073654,$0.154031,-52.1823529029871
ValueChain,$0.039964,$0.083625,-52.2104633781764
Infinity Econ...,$0.008583,$0.018047,-52.4408488945531
Zayedcoin,$0.005944,$0.012500,-52.448
Bottos,$0.124915,$0.263163,-52.5332208555154
Eidoo,$1.07,$2.26,-52.6548672566372
Cream,$0.010869,$0.022966,-52.6735173735087
KingN Coin,$12.82,$27.09,-52.6762643041713
Embers,$0.011241,$0.023935,-53.035303948193
Tigereum,$0.059340,$0.126361,-53.0393080143399
Morpheus Labs,$0.037675,$0.080367,-53.1213060086852
PolySwarm,$0.004257,$0.009146,-53.4550623223267
SureRemit,$0.019070,$0.040991,-53.4775926422873
Ruff,$0.064221,$0.138431,-53.6079346389176
Ecobit,$0.016306,$0.035181,-53.6511185014639
Slothcoin,$0.000006,$0.000013,-53.8461538461539
BoutsPro,$0.013046,$0.028389,-54.0455810349079
Nucleus Vision,$0.015073,$0.032877,-54.1533594914378
JavaScript Token,$0.004930,$0.010771,-54.2289481013833
AWARE,$0.024905,$0.054495,-54.2985595008716
Parkgene,$0.007488,$0.016393,-54.3219666931007
GlobalToken,$0.004681,$0.010252,-54.34061646508
Fabric Token,$0.049090,$0.107647,-54.3972428400234
Emphy,$0.099523,$0.218479,-54.4473381881096
Digitex Futures,$0.006462,$0.014201,-54.4961622420956
WETH,$481.15,$1075.51,-55.2630844901489
B2BX,$0.260487,$0.582986,-55.3184810612948
Roofs,$0.000263,$0.000591,-55.4991539763113
HelloGold,$0.010022,$0.022576,-55.6077250177179
Billionaire T...,$0.131475,$0.297575,-55.8178610434344
Runners,$0.000197,$0.000447,-55.9284116331096
Invacio,$0.055627,$0.126692,-56.0927288226565
Unibright,$0.062016,$0.141656,-56.2207036765121
PlayerCoin,$0.000460,$0.001051,-56.232159847764
Oceanlab,$0.011548,$0.026432,-56.3105326876513
Primalbase Token,$2411.75,$5535.32,-56.4297999031673
Ethbits,$1.18,$2.71,-56.4575645756458
StarCredits,$0.129700,$0.298262,-56.5147420724061
Restart Energ...,$0.025697,$0.059210,-56.6002364465462
Influence Chain,$0.221633,$0.513194,-56.8130180789331
Dock,$0.060180,$0.139450,-56.8447472212262
Proxeus,$0.088943,$0.206565,-56.9418827003607
Bezop,$0.098927,$0.231479,-57.2630778601947
Electroneum,$0.014319,$0.033554,-57.3255051558682
Indorse Token,$0.056021,$0.131426,-57.3744921096282
Jibrel Network,$0.239098,$0.562286,-57.4775114443539
EJOY,$0.004808,$0.011342,-57.6088873214601
Linker Coin,$0.042729,$0.101008,-57.6974101061302
OneRoot Network,$0.045653,$0.108139,-57.7830384967495
YEE,$0.012820,$0.030424,-57.8622140415462
THEKEY,$0.010546,$0.025140,-58.0509148766905
Skrumble Network,$0.033878,$0.080776,-58.0593245518471
TurboCoin,$0.000066,$0.000158,-58.2278481012658
BoostCoin,$0.010189,$0.024396,-58.2349565502541
Unikoin Gold,$0.088980,$0.213331,-58.2901687987212
Crypterium,$0.650694,$1.57,-58.5545222929936
Bitcoin Planet,$0.012819,$0.030974,-58.6136759863111
Education Eco...,$0.014159,$0.034340,-58.7682003494467
Centrality,$0.138048,$0.336131,-58.930298008812
RefToken,$2.74,$6.69,-59.0433482810164
Endor Protocol,$0.105510,$0.257901,-59.0889527376784
Zippie,$0.036410,$0.089183,-59.1738335781483
Filecoin [Fut...,$7.87,$19.28,-59.1804979253112
ShadowCash,$0.065832,$0.161941,-59.3481576623585
EventChain,$0.044634,$0.109932,-59.3985372775898
FuzeX,$0.033224,$0.081961,-59.4636473444687
Dollarcoin,$0.006245,$0.015439,-59.5504890213097
Minereum,$0.126048,$0.315513,-60.0498236205798
Game.com,$0.098225,$0.246876,-60.2128193911113
Origami,$0.203034,$0.511811,-60.3302781690898
Authorship,$0.009228,$0.023457,-60.65993093746
RSGPcoin,$9.85,$25.09,-60.7413312076525
Neurotoken,$0.162361,$0.414212,-60.8024393305843
Debitum,$0.030591,$0.078231,-60.8965755263259
Effect.AI,$0.027317,$0.070515,-61.2607246685103
Veros,$0.032288,$0.083403,-61.2867642650744
Nexo,$0.118880,$0.307091,-61.2883477535975
InvestDigital,$0.036082,$0.093749,-61.5121227959765
Haven Protocol,$1.38,$3.59,-61.5598885793872
Acute Angle C...,$0.073245,$0.192640,-61.9783014950166
Holo,$0.000690,$0.001815,-61.9834710743802
CryptoInsight,$0.019494,$0.051637,-62.248000464783
LePen,$0.000066,$0.000175,-62.2857142857143
TokenDesk,$0.176674,$0.470603,-62.4579528817283
AdHive,$0.032923,$0.087701,-62.4599491453917
StarChain,$0.052985,$0.141237,-62.4850428712023
WePower,$0.049872,$0.133520,-62.6482923906531
Zeepin,$0.044156,$0.118445,-62.7202499050192
Equal,$0.001865,$0.005033,-62.9445658652891
Oyster Shell,$0.043954,$0.120552,-63.5393854933971
JET8,$0.009816,$0.026928,-63.5472370766488
C-Bit,$0.000986,$0.002712,-63.6430678466077
Zeusshield,$0.012645,$0.034793,-63.6564826258155
Bank Coin,$0.023665,$0.066042,-64.1667423760637
Intelligent I...,$0.003377,$0.009426,-64.1735624867388
Sense,$0.017137,$0.047923,-64.2405525530539
Rhenium,$0.129042,$0.362683,-64.4201685769667
Verify,$0.127749,$0.359365,-64.4514629972312
DADI,$0.134133,$0.377761,-64.492628937344
TokenStars,$0.133437,$0.376444,-64.55329345135
CoinPoker,$0.036185,$0.102340,-64.6423685753371
BioCoin,$0.007788,$0.022090,-64.7442281575373
MARK.SPACE,$0.035287,$0.101003,-65.0634139580013
OST,$0.090106,$0.258186,-65.1003540083506
